anomaly_type,affected_records_pct,data_source,pipeline_stage,historical_frequency,time_sensitivity,data_domain,severity_score_raw,severity_score,label
schema_mismatch,24.27,api_feed,transformation,frequent,high,hr,0.5328,0.4619,auto_resolve
duplicates,18.29,erp,validation,occasional,low,finance,0.285,0.2726,auto_resolve
duplicates,15.05,crm,validation,frequent,low,marketing,0.2307,0.2462,auto_resolve
duplicates,4.5,erp,ingestion,rare,high,marketing,0.3564,0.2916,auto_resolve
null_values,35.26,manual_entry,transformation,occasional,high,compliance,0.5701,0.4974,escalate
outlier,23.33,iot_stream,ingestion,frequent,medium,product,0.3816,0.4151,auto_resolve
null_values,15.46,crm,ingestion,frequent,medium,marketing,0.3007,0.1809,auto_resolve
outlier,25.8,erp,loading,frequent,medium,compliance,0.4537,0.377,auto_resolve
outlier,9.61,manual_entry,ingestion,frequent,medium,operations,0.3729,0.3527,auto_resolve
schema_mismatch,23.11,erp,loading,occasional,high,marketing,0.517,0.5493,escalate
referential_integrity,40.56,crm,transformation,chronic,low,compliance,0.456,0.3044,auto_resolve
null_values,21.52,crm,validation,rare,critical,hr,0.5195,0.5064,escalate
referential_integrity,14.57,api_feed,serving,occasional,medium,operations,0.5131,0.384,auto_resolve
outlier,18.81,api_feed,loading,frequent,high,hr,0.4895,0.421,auto_resolve
outlier,43.24,iot_stream,loading,occasional,low,compliance,0.4698,0.5486,escalate
schema_mismatch,10.55,erp,ingestion,occasional,critical,finance,0.5468,0.5394,escalate
outlier,16.25,crm,transformation,frequent,medium,marketing,0.3558,0.5227,escalate
data_corruption,20.89,manual_entry,validation,occasional,medium,operations,0.5414,0.5342,escalate
duplicates,2.12,data_warehouse,loading,rare,medium,compliance,0.3485,0.4453,auto_resolve
outlier,15.77,erp,loading,rare,low,finance,0.3821,0.4616,auto_resolve
outlier,42.44,iot_stream,validation,occasional,low,finance,0.4247,0.4234,auto_resolve
duplicates,2.28,manual_entry,ingestion,occasional,low,operations,0.2538,0.1222,auto_resolve
referential_integrity,9.73,data_warehouse,ingestion,rare,low,finance,0.3588,0.3483,auto_resolve
duplicates,10.98,api_feed,serving,frequent,medium,hr,0.3891,0.3359,auto_resolve
schema_mismatch,9.06,crm,validation,rare,medium,marketing,0.395,0.3379,auto_resolve
null_values,8.05,crm,loading,frequent,high,product,0.3997,0.4153,auto_resolve
null_values,13.27,manual_entry,validation,chronic,medium,hr,0.3732,0.2282,auto_resolve
outlier,46.16,iot_stream,serving,occasional,low,operations,0.4789,0.3916,auto_resolve
duplicates,5.26,api_feed,loading,chronic,medium,product,0.3166,0.2154,auto_resolve
duplicates,6.19,crm,ingestion,rare,medium,finance,0.3138,0.2883,auto_resolve
null_values,10.92,crm,loading,occasional,high,operations,0.426,0.3492,auto_resolve
duplicates,55.55,api_feed,transformation,chronic,medium,hr,0.4523,0.3821,auto_resolve
outlier,26.07,data_warehouse,transformation,frequent,critical,marketing,0.4984,0.5119,escalate
referential_integrity,23.98,erp,loading,rare,high,finance,0.6147,0.5702,escalate
null_values,42.53,manual_entry,transformation,rare,high,operations,0.5735,0.5739,escalate
schema_mismatch,11.79,api_feed,ingestion,rare,medium,operations,0.4229,0.3114,auto_resolve
duplicates,15.98,iot_stream,validation,chronic,medium,hr,0.3359,0.2531,auto_resolve
schema_mismatch,2.08,iot_stream,serving,rare,critical,marketing,0.5991,0.8032,critical
duplicates,19.36,crm,ingestion,occasional,critical,finance,0.4679,0.3982,auto_resolve
duplicates,17.87,manual_entry,validation,occasional,high,compliance,0.4775,0.2669,auto_resolve
duplicates,38.53,iot_stream,transformation,occasional,high,finance,0.5235,0.5577,escalate
schema_mismatch,8.05,data_warehouse,transformation,occasional,critical,compliance,0.5606,0.4899,escalate
duplicates,54.23,api_feed,validation,occasional,high,hr,0.5214,0.5458,escalate
duplicates,59.34,crm,validation,occasional,low,hr,0.379,0.37,auto_resolve
outlier,14.13,api_feed,loading,occasional,medium,marketing,0.3978,0.4528,auto_resolve
outlier,2.88,manual_entry,validation,occasional,medium,product,0.375,0.365,auto_resolve
duplicates,17.0,erp,serving,occasional,high,compliance,0.4985,0.4759,escalate
outlier,36.83,data_warehouse,loading,occasional,medium,hr,0.4503,0.5651,escalate
referential_integrity,49.42,erp,ingestion,frequent,medium,hr,0.5136,0.2918,auto_resolve
null_values,40.47,data_warehouse,loading,occasional,critical,operations,0.5623,0.4297,auto_resolve
schema_mismatch,47.17,api_feed,validation,occasional,medium,finance,0.5428,0.4603,auto_resolve
null_values,6.83,crm,ingestion,rare,low,compliance,0.2738,0.1046,auto_resolve
outlier,4.27,api_feed,validation,first_occurrence,high,finance,0.488,0.44,auto_resolve
null_values,8.49,api_feed,loading,frequent,medium,operations,0.3643,0.3065,auto_resolve
schema_mismatch,36.41,iot_stream,ingestion,frequent,low,marketing,0.388,0.4855,escalate
null_values,40.4,api_feed,transformation,rare,medium,product,0.4601,0.4513,auto_resolve
duplicates,38.11,crm,transformation,occasional,critical,hr,0.5379,0.5166,escalate
referential_integrity,20.68,data_warehouse,transformation,occasional,medium,hr,0.4555,0.4175,auto_resolve
duplicates,3.55,api_feed,loading,frequent,medium,finance,0.3467,0.2415,auto_resolve
referential_integrity,10.8,erp,ingestion,rare,medium,marketing,0.4155,0.5046,escalate
data_corruption,36.46,iot_stream,loading,chronic,medium,finance,0.6045,0.7255,critical
referential_integrity,8.46,crm,loading,first_occurrence,medium,compliance,0.5206,0.3993,auto_resolve
null_values,15.34,crm,transformation,chronic,medium,finance,0.3519,0.5139,escalate
outlier,33.63,api_feed,transformation,first_occurrence,high,compliance,0.6007,0.5336,escalate
null_values,27.13,api_feed,ingestion,occasional,critical,finance,0.5369,0.4616,auto_resolve
duplicates,26.36,api_feed,ingestion,rare,medium,product,0.3682,0.4155,auto_resolve
referential_integrity,27.68,data_warehouse,transformation,rare,medium,operations,0.4886,0.5448,escalate
schema_mismatch,27.08,erp,ingestion,chronic,high,product,0.4673,0.4602,auto_resolve
duplicates,29.87,data_warehouse,loading,occasional,low,hr,0.3188,0.2842,auto_resolve
duplicates,9.74,crm,validation,rare,high,product,0.3827,0.4999,escalate
outlier,18.26,crm,ingestion,chronic,medium,hr,0.3367,0.2744,auto_resolve
outlier,8.68,crm,transformation,rare,low,marketing,0.3039,0.297,auto_resolve
duplicates,23.59,crm,loading,first_occurrence,low,compliance,0.3764,0.5458,escalate
referential_integrity,14.75,api_feed,ingestion,first_occurrence,low,hr,0.4165,0.2828,auto_resolve
null_values,0.66,iot_stream,validation,occasional,high,marketing,0.3833,0.3375,auto_resolve
null_values,38.77,iot_stream,ingestion,chronic,medium,marketing,0.3836,0.4862,escalate
schema_mismatch,20.7,manual_entry,serving,first_occurrence,high,operations,0.6509,0.7037,critical
data_corruption,20.15,crm,transformation,frequent,high,product,0.5458,0.6352,critical
null_values,5.4,iot_stream,transformation,rare,medium,product,0.3764,0.2441,auto_resolve
null_values,49.0,erp,validation,rare,critical,marketing,0.5751,0.6072,escalate
null_values,13.86,manual_entry,transformation,frequent,high,hr,0.47,0.4415,auto_resolve
referential_integrity,4.76,manual_entry,validation,frequent,medium,finance,0.4662,0.6934,critical
null_values,37.68,crm,ingestion,occasional,high,marketing,0.4338,0.5147,escalate
duplicates,9.09,api_feed,ingestion,rare,high,product,0.3863,0.3841,auto_resolve
data_corruption,5.41,data_warehouse,ingestion,first_occurrence,medium,finance,0.4855,0.5141,escalate
null_values,20.29,erp,validation,frequent,low,marketing,0.2764,0.2818,auto_resolve
schema_mismatch,22.47,manual_entry,loading,occasional,medium,finance,0.5408,0.6107,critical
duplicates,22.62,data_warehouse,ingestion,occasional,critical,finance,0.4658,0.3802,auto_resolve
outlier,25.89,erp,loading,rare,high,finance,0.5507,0.6872,critical
duplicates,15.66,erp,loading,frequent,high,finance,0.4398,0.3073,auto_resolve
duplicates,28.49,api_feed,ingestion,first_occurrence,critical,operations,0.5348,0.5554,escalate
null_values,10.4,iot_stream,ingestion,occasional,low,compliance,0.2962,0.2138,auto_resolve
outlier,34.8,api_feed,transformation,frequent,critical,finance,0.6055,0.6098,critical
outlier,45.87,api_feed,ingestion,rare,medium,product,0.464,0.5629,escalate
null_values,20.42,erp,loading,occasional,high,hr,0.4716,0.3003,auto_resolve
duplicates,37.05,data_warehouse,transformation,occasional,medium,finance,0.4032,0.3863,auto_resolve
referential_integrity,19.9,iot_stream,transformation,occasional,medium,marketing,0.4714,0.3275,auto_resolve
null_values,26.29,api_feed,validation,chronic,medium,finance,0.3894,0.3615,auto_resolve
null_values,33.51,data_warehouse,ingestion,occasional,medium,product,0.3551,0.2108,auto_resolve
schema_mismatch,4.9,manual_entry,loading,first_occurrence,low,hr,0.4505,0.4667,auto_resolve
duplicates,44.03,data_warehouse,validation,occasional,medium,marketing,0.3711,0.3285,auto_resolve
null_values,29.62,crm,transformation,occasional,medium,finance,0.4165,0.4912,escalate
duplicates,5.91,erp,transformation,occasional,critical,finance,0.4753,0.5982,escalate
null_values,7.73,iot_stream,ingestion,frequent,low,hr,0.2624,0.2635,auto_resolve
duplicates,17.1,api_feed,serving,rare,low,finance,0.386,0.4754,escalate
outlier,14.89,erp,transformation,rare,medium,operations,0.4094,0.5477,escalate
schema_mismatch,37.14,manual_entry,loading,rare,medium,hr,0.5856,0.4934,escalate
null_values,22.05,api_feed,serving,frequent,medium,hr,0.4425,0.586,escalate
outlier,19.55,erp,transformation,frequent,critical,finance,0.5497,0.546,escalate
null_values,6.8,erp,validation,occasional,low,operations,0.2607,0.1629,auto_resolve
outlier,5.13,api_feed,validation,occasional,medium,operations,0.3551,0.385,auto_resolve
duplicates,9.22,crm,ingestion,chronic,critical,product,0.3867,0.3795,auto_resolve
outlier,10.75,erp,serving,frequent,medium,operations,0.4146,0.2739,auto_resolve
null_values,9.71,api_feed,transformation,occasional,medium,operations,0.3622,0.2521,auto_resolve
null_values,22.38,manual_entry,loading,frequent,critical,finance,0.5985,0.7622,critical
duplicates,19.66,api_feed,validation,chronic,medium,hr,0.335,0.3629,auto_resolve
null_values,49.96,erp,ingestion,occasional,low,hr,0.3695,0.5177,escalate
null_values,0.9,manual_entry,transformation,occasional,low,hr,0.3105,0.2689,auto_resolve
outlier,1.34,crm,ingestion,occasional,high,hr,0.379,0.2988,auto_resolve
outlier,7.81,erp,ingestion,occasional,high,product,0.3937,0.2254,auto_resolve
null_values,8.89,erp,validation,frequent,low,product,0.2508,0.3476,auto_resolve
referential_integrity,53.19,manual_entry,ingestion,occasional,medium,marketing,0.5491,0.5901,escalate
outlier,25.46,crm,serving,rare,medium,finance,0.503,0.4623,auto_resolve
referential_integrity,14.74,api_feed,transformation,occasional,low,compliance,0.427,0.3477,auto_resolve
schema_mismatch,20.74,api_feed,transformation,frequent,high,hr,0.5229,0.6356,critical
schema_mismatch,36.6,iot_stream,ingestion,first_occurrence,medium,compliance,0.5623,0.5445,escalate
duplicates,17.84,manual_entry,ingestion,occasional,high,operations,0.4286,0.4119,auto_resolve
schema_mismatch,36.43,data_warehouse,validation,first_occurrence,high,compliance,0.6031,0.543,escalate
referential_integrity,16.79,manual_entry,transformation,frequent,low,finance,0.4489,0.4081,auto_resolve
null_values,24.2,erp,validation,rare,high,operations,0.4626,0.5176,escalate
duplicates,30.23,erp,validation,first_occurrence,high,operations,0.4791,0.3375,auto_resolve
null_values,23.07,crm,ingestion,frequent,medium,finance,0.3511,0.3592,auto_resolve
referential_integrity,1.86,erp,transformation,first_occurrence,low,finance,0.4172,0.5128,escalate
duplicates,20.76,crm,transformation,frequent,high,finance,0.4256,0.4171,auto_resolve
schema_mismatch,8.31,erp,ingestion,occasional,medium,finance,0.4011,0.5065,escalate
outlier,9.22,manual_entry,loading,frequent,high,compliance,0.5228,0.6569,critical
data_corruption,12.85,manual_entry,ingestion,rare,medium,compliance,0.563,0.6534,critical
null_values,16.7,erp,ingestion,first_occurrence,high,product,0.4393,0.3856,auto_resolve
outlier,31.19,api_feed,transformation,rare,high,compliance,0.5699,0.5664,escalate
referential_integrity,5.39,erp,transformation,chronic,medium,product,0.398,0.4325,auto_resolve
null_values,38.81,api_feed,serving,frequent,low,compliance,0.4449,0.3979,auto_resolve
outlier,21.91,api_feed,loading,rare,medium,finance,0.4811,0.4308,auto_resolve
duplicates,27.45,erp,loading,rare,high,marketing,0.4649,0.4086,auto_resolve
schema_mismatch,3.55,erp,transformation,rare,low,product,0.3498,0.6041,escalate
duplicates,5.27,data_warehouse,transformation,rare,high,operations,0.383,0.3559,auto_resolve
null_values,18.59,api_feed,ingestion,rare,low,hr,0.3153,0.4221,auto_resolve
null_values,76.76,api_feed,loading,frequent,high,operations,0.6181,0.5311,escalate
null_values,38.88,crm,transformation,first_occurrence,low,marketing,0.3839,0.5541,escalate
null_values,60.16,crm,transformation,frequent,high,marketing,0.5145,0.4767,escalate
schema_mismatch,23.96,erp,validation,first_occurrence,medium,hr,0.4927,0.498,escalate
duplicates,2.02,data_warehouse,loading,frequent,medium,operations,0.2916,0.1083,auto_resolve
null_values,10.21,crm,transformation,occasional,critical,marketing,0.4564,0.568,escalate
schema_mismatch,10.31,erp,ingestion,first_occurrence,low,hr,0.3705,0.5038,escalate
schema_mismatch,16.04,data_warehouse,serving,frequent,low,operations,0.3851,0.2664,auto_resolve
duplicates,30.94,api_feed,ingestion,rare,low,operations,0.3216,0.4391,auto_resolve
referential_integrity,12.06,erp,serving,frequent,medium,hr,0.493,0.3592,auto_resolve
duplicates,14.05,api_feed,transformation,frequent,high,operations,0.4071,0.4703,escalate
outlier,44.13,api_feed,serving,chronic,low,compliance,0.4724,0.4436,auto_resolve
null_values,38.9,data_warehouse,serving,frequent,high,operations,0.514,0.6476,critical
outlier,27.42,crm,transformation,rare,medium,compliance,0.4644,0.4893,escalate
data_corruption,32.39,manual_entry,loading,occasional,critical,product,0.7247,0.8178,critical
outlier,19.7,erp,ingestion,frequent,medium,product,0.3502,0.474,escalate
schema_mismatch,52.04,iot_stream,ingestion,occasional,critical,product,0.6427,0.6136,critical
schema_mismatch,14.58,iot_stream,transformation,occasional,medium,hr,0.4608,0.4579,auto_resolve
duplicates,27.57,iot_stream,validation,rare,critical,operations,0.5378,0.4267,auto_resolve
schema_mismatch,23.39,iot_stream,ingestion,frequent,medium,operations,0.4328,0.4028,auto_resolve
outlier,23.06,manual_entry,transformation,occasional,medium,marketing,0.4374,0.6301,critical
data_corruption,21.53,crm,serving,first_occurrence,high,marketing,0.6401,0.7156,critical
duplicates,40.11,crm,loading,chronic,medium,finance,0.4179,0.3135,auto_resolve
null_values,14.89,erp,ingestion,frequent,medium,hr,0.3273,0.4904,escalate
schema_mismatch,12.76,api_feed,transformation,occasional,medium,finance,0.4604,0.4993,escalate
null_values,39.66,erp,ingestion,rare,high,operations,0.4886,0.5716,escalate
null_values,29.15,manual_entry,ingestion,frequent,high,finance,0.4963,0.5454,escalate
duplicates,34.65,manual_entry,serving,rare,low,finance,0.4717,0.5137,escalate
outlier,8.15,data_warehouse,serving,occasional,high,operations,0.4624,0.2626,auto_resolve
null_values,5.22,api_feed,ingestion,frequent,medium,product,0.3003,0.411,auto_resolve
null_values,30.36,manual_entry,ingestion,rare,low,marketing,0.3614,0.1359,auto_resolve
null_values,10.3,manual_entry,transformation,rare,low,compliance,0.3785,0.4801,escalate
referential_integrity,22.23,data_warehouse,transformation,first_occurrence,low,finance,0.4531,0.463,auto_resolve
schema_mismatch,43.81,manual_entry,ingestion,occasional,medium,operations,0.522,0.6055,escalate
null_values,19.7,erp,ingestion,occasional,low,finance,0.2949,0.3108,auto_resolve
null_values,11.45,crm,transformation,rare,low,marketing,0.29,0.3944,auto_resolve
schema_mismatch,19.87,data_warehouse,ingestion,chronic,medium,finance,0.3882,0.3898,auto_resolve
null_values,48.71,manual_entry,loading,frequent,high,finance,0.6053,0.6334,critical
schema_mismatch,23.43,iot_stream,loading,rare,medium,hr,0.5248,0.5653,escalate
duplicates,1.21,manual_entry,transformation,occasional,medium,hr,0.3562,0.5441,escalate
referential_integrity,12.82,manual_entry,transformation,occasional,high,marketing,0.5375,0.5975,escalate
null_values,19.05,manual_entry,loading,occasional,low,compliance,0.3984,0.2667,auto_resolve
schema_mismatch,37.3,data_warehouse,ingestion,occasional,high,hr,0.5132,0.4568,auto_resolve
null_values,23.4,data_warehouse,loading,rare,low,marketing,0.327,0.3868,auto_resolve
data_corruption,28.56,erp,ingestion,rare,low,operations,0.458,0.584,escalate
data_corruption,25.72,crm,serving,rare,medium,marketing,0.5664,0.4941,escalate
outlier,7.44,crm,ingestion,rare,low,product,0.2739,0.4979,escalate
